"ML#","Status","Area","List Price","Address","Unit #","Nhood/Bldg","City","Tax ID","Zip Code","County","Zoning","El School","Jr High","Sr High","Prop Type","List Type","Legal","Yr Built","Yr Built Desc","Style","# Bedrms","Garage #","Garage Desc","Parking","Roof","Lot Size","SF Total","SF Up+Mn","SF Source","Lot Desc","Lot Dimensions","# Acres","Exterior","Sellr Disc","Bsmt/Fnd","XSt/Dir","Private Remarks","Public Remarks","Public Internet Site Display","Offer/Nego","Vtour#1","Kitch","Inter","Exter","Accss","Heat","Fuel","Cool","Insul","Water","Sewer","H/Wtr","PTax/Yr","Terms","SpAsmtBal","HOA/Spc/Slp","HOA Per","Inclds","Escrow Pref","Bank Owned/REO","SAID","BRCD","Office","Office Phone","Phone Ext","Show","Agent","Agent Phone","Tran","List Date","Exp Date","Fax","Poss","Owner","Owner Phone","Hours","Tenant/Other","Tenant Phone","Pend","DOM","Close Terms","O/Price","Close Price","Close Date","BAID","B/Agt","B/Office","CDOM","Auction Y/N","No Blog","No AVM","Short Sale","Amenities Y/N","Add. Structure Y/N","Condo Y/N","Farm Y/N","Water Rights Y/N","Elem School 2","High School 2","Green/Energy YN","Owner Name 2","Floating Home Y/N","Townhouse/Planned Comm Y/N","Non-Owner Occupant Y/N","Property Tax Year","Vtour#2","Jr High School 2","Vtour #3","ADU Y/N","Manufactured Y/N","Assumable Interest Rate","Assumable Remaining Months Ending"
329794176,ACT,141,399900,7135 N Fiske AVE,,University Park,Portland,New Construction,97203,Multnomah,,Astor,Astor,Roosevelt,DETACHD,ER,TBD,2025,NEW,"CONTEMP, COTTAGE",2,0,", ,",,COMP,"0-2,999SF",1050,1050,Plans,LEVEL,,,FIBRCEM,EXEMPT,,Corner of N Fiske and Butler in University Park!,"Text LA/CoLA then Show, no need to confirm. LBX at front porch of 7131 N Fiske Ave. Feel free to visit the model unit at 7137 N Fiske. Taxes + Legal TBD. Subject to the final recording of the land division. Please use New Construction OREF Forms.  Send offers to info@toodb.com. *Sales price is subject to buyer SDC approval. Non-SDC Waiver eligible Buyer is a $30k increase from advertised listing price. SDC waiver eligibility is primarily based on the buyer's income being equal to or less than the MFI of $124,100 year per family of 1-4 people.* Buyer may receive savings with sellers preferred lender when purchasing this listing. See attached PDF and contact LA for more info. Seller does not authorize 1 day codes to unattended contractors. See attached Inspection Promo flyer for special rates.","Hello, Future Homeowner — I’m Your Light-Filled Cottage in University Park. Welcome! I’ve been patiently waiting for someone like you to step through my door and feel right at home. I’m a two-bedroom, two-and-a-half-bath contemporary cottage nestled in Portland’s charming University Park neighborhood, and I’m full of thoughtful details designed to make your life both beautiful and easy. My large picture windows and high ceilings let in an abundance of natural light, creating a bright, open feeling that lifts your spirits every day. I’m proud of my great room floor plan—it allows you to cook, dine, relax, and entertain all in one connected space. Step into my gourmet kitchen and you’ll find everything you need: stainless steel appliances, solid surface countertops, custom cabinetry, and a peninsula island with an eating bar for casual mornings. Don’t forget to admire the designer light fixtures and tile backsplash—I like to think I’ve got a bit of style. Upstairs, I’ll spoil you with a serene primary suite and private ensuite bath. You’ll also find a second bedroom and full bath, perfect for guests or a home office, plus a tucked-away laundry station to keep things running smoothly. Outside, my yard is gracious and inviting—a quiet retreat for coffee, gardening, or simply enjoying the fresh air. And my neighborhood? University Park is one of Portland’s hidden gems, filled with tree-lined streets, welcoming neighbors, and the vibrant energy of the nearby University of Portland. Stroll to parks, grab coffee at a local café, or hop on transit for a quick trip into the city. My listing price is subject to my future owner qualifying for the Portland Housing Bureau’s SDC Program (my people are experts so feel free to ask). I’m more than just a house—I’m ready to be your home. Come see me soon.",Y,SA-ONLY,https://youtu.be/Ujpvz5Ca7-s?feature=shared,"BI-MICO, DISHWAS, TILE, PLB-ICE, FS-RANG, SSAPPL, SOLIDCNTR","LAUNDRY, HI-CEIL","FENCED, YARD",,MINISPT,ELECT,MINISPT,,PUBLICWTR,PUBLICSWR,ELECT,0,"CASH, CONV, FHA, VA",,,,,,N,BODLEDAR,KWPP01,Keller Williams Realty Portland Premiere,503-597-2444,,"RMLSLBX, VACANT, SEERMKS, TEXT-SA, TXT-COSA",Darryl Bodle,503-709-4632,8/11/2025 2:42:16 PM,2025-07-09,,503-597-5010,CLOSING,in listing office,,,,,,,,,,,,,,,N,Y,Y,N,N,N,N,N,N,,,N,,N,N,N,,,,,N,N,,
344963564,ACT,141,479900,9025 N CLARENDON AVE,,College Place,Portland,R137269,97203,Multnomah,R5,Cesar Chavez,Cesar Chavez,Roosevelt,DETACHD,ER,"COLLEGE PL, BLOCK 1, E 100' OF LOT 18&19",1962,RESALE,"RANCH, MIDCMOD",3,0,"CARPORT, ,",,,"5K-6,999SF",1190,1190,Trio,"CULDSAC, LEVEL",,0.12,"T-111, WOODSID",DSCLOSUR,,"N on Portsmouth, W on Hudson, N on Clarendon Ave",Nice maintained home. 3bd/2ba total. 1 bed/1ba has outside entrance. Plumbed for a wood stove complete with hearth.   Aligned show and go. Call or text 503-473-2905 for more info. Thank you very much for showing.,"This unique Mid Century home features a separate one-bedroom, one-bath suite with its own entrance, making it ideal for guests, a home office, or an income-generating opportunity to offset your mortgage. This 60's gem is nestled on a tranquil cul-de-sac street, just steps away from Northgate Park and Clarendon Community Garden. You’ll feel the warmth and charm as soon as you step inside. The tongue-and-groove vaulted ceilings add architectural elegance, enhancing the spacious, open feel of the living areas. Additional amenities include extra deep parking for RVs and boats, a cozy fire pit area, and a storage shed for creative endeavors. Centrally situated between Kenton, St. Johns, and University of Portland.  With an impressive bike score of 99, it’s a cyclist's paradise, offering convenient access to local parks, cafes, New Seasons, restaurants, and more—all while residing in a peaceful setting. Peace of mind updates all around.",Y,CALL-SA,https://discover.matterport.com/space/gv1LPEbcMhr,"ESTARAP, GRANITE, COOKTOP, SSAPPL","VAULTED, WASHDRY, HI-CEIL, LAM-FL, SEPLVQT, GRANITE, WAINSCO, VNYL-FL, LOVOCMT, HDWDENG","DECK, FENCED, GARDEN, PATIO, PORCH, RV-PRKNG, TL-SHED, PUBLCRD, YARD, RV/BTSTRG, GSTQTR, RAISDBD, FIREPIT","1LEVEL, ACCENTR, NATLITE, PARKING, PATHWAY, GRNDLVL, MNBDBTH, UTLMAIN, ACCFBATH",ZONAL,ELECT,,,PUBLICWTR,PUBLICSWR,ELECT,3016.39,"CALL-SA, CASH, FHA",,,,,Eden Toothman - Lawyers Title,N,CHOWNROB,WHIN03,"Where, Inc",503-222-4373,,"SEERMKS, ALIGNED",Robert Chown,503-473-2905,8/5/2025 1:02:25 AM,2025-08-05,,503-222-1035,CLOSING,Amber R Taylor,,,,,,,,,,,,,,,N,Y,Y,N,,,,,,,,,,,,,2024,,,,,,,
345762119,ACT,141,449950,5427 N YALE ST,,UNIVERSITY PARK,Portland,R581758,97203,Multnomah,R5,Astor,Astor,Roosevelt,DETACHD,ER,"PORTSMOUTH, BLOCK 21, LOT 20&21 EXC NELY 47.4'",1925,RESALE,"RANCH, 1STORY",5,0,", ,",,COMP,"3K-4,999SF",2072,1260,City,"CORNER, LEVEL",66.6x63,0.1,"SHAKESID, WOODSID",DSCLOSUR,,N Yale St & N Van Houten Ave,Vacant and easy to show. Please schedule through Aligned Showings. Seller prefers OREF. Roof needs replacing.,"Nestled in the quiet University Park neighborhood of North Portland, this classic 5-bedroom, 2-bathroom ranch sits on a spacious corner lot. Built in 1925, the home retains much of its original character across 2,072 square feet of living space. The main level features a large formal living room with hardwood floors, a gas fireplace and plenty of natural light. Downstairs, the finished lower level includes two additional bedrooms, a full bathroom, and a laundry room. This space is perfect for guests, extra living space, or a home office. Just blocks from the University and its beautiful parks, local shops, and I-5 access, this move-in-ready home blends vintage charm with everyday convenience.",Y,CALL-SA,https://my.matterport.com/show/?m=49jdU3X6Lsh&play=1&nt=1&help=2&brand=0&mls=1&,"DISHWAS, FS-RANG, FS-REFR","CEILFAN, HARDWOD, WASHDRY, WW-CARP, LAM-FL, BAMB-FL",PORCH,1LEVEL,FOR-AIR,GAS,ACREADY,,PUBLICWTR,PUBLICSWR,GAS,5678.29,"CASH, CONV, OTHER, REHAB",,,,,Danielle Easton - Fidelity Lloyd,N,SMIRAM,JLSP50,John L. Scott Portland Central,503-230-8600,,"VACANT, ALIGNED",Michael Smira,503-935-2560,7/31/2025 6:04:51 PM,2025-07-31,,503-230-8650,CLOSING,Yale Investments LLC,,,,,,,,,,,,,,,N,N,Y,N,,,,,,,,,,,,,2024,https://listings.abeautifuldominion.com/sites/zepvwml/unbranded,,,,,,
354485975,ACT,141,390000,9816 N CENTRAL ST,,,Portland,R181355,97203,Multnomah,R5,Sitton,George,Roosevelt,DETACHD,ER,"HOLBROOKS ADD, BLOCK 23, LOT 8",1929,FIXER,"BUNGALO, 2STORY",3,0,", ,",,COMP,"5K-6,999SF",1624,1028,TRIO,"LEVEL, PUBLCRD",,0.12,WOODSID,DSCLOSUR,,West on Lomabard / right on N. Reno / right on N. Central,Aligned Showings to schedule. BOM-  Text Joe at 503-621-7088 with any questions. Back alley allows easy access to backyard for parking.,"Opportunity Knocks in the Heart of St. Johns! This classic Portland home is full of potential and ready for your vision. Situated on a large, level lot in one of North Portland’s most vibrant neighborhoods, this property is ideal for buyers looking to invest in a fixer-upper with great bones and big possibilities. The main level offers a traditional layout with vintage character, while the finished basement includes two additional rooms that could serve as bedrooms with some updating. Whether you’re looking to renovate for yourself, build equity, or explore income-producing options, this home is a blank canvas.Step outside to a wide, open backyard with plenty of space to build an ADU, expand the home, or create an urban oasis (buyer to verify with city). The lot size is a rare find in this location and adds significant value to the long-term potential of the property.Located just blocks from downtown St. Johns, Cathedral Park, and local favorite hangouts, this home offers the perfect balance of community charm and city convenience.Bring your contractor and creativity—this is your chance to make something special in one of Portland’s most sought-after neighborhoods.",Y,CALL-SA,,,,,,FOR-AIR,"ELECT, GAS",,,PUBLICWTR,PUBLICSWR,,3423.58,"CASH, CONV",,,,,,N,JKELLOGG,ENVO01,Engel & Volkers Portland Rose City,310-254-4553,,"APTONLY, VACANT, TEXT-SA, ALIGNED",Joe Kellogg,503-621-7088,8/22/2025 4:35:55 PM,2025-08-01,,,IMMED,Jessie Canty,,,,,,,,,,,,,,,N,,,N,,,,,,,,,,,,,2024,,,,,,,
355591339,ACT,141,349000,6708 N PITTSBURG AVE,,,Portland,R590228,97203,Multnomah,,James John,George,Roosevelt,CONDO,ER,"CONDOMINIUMS AT CATHEDRAL PARK, LOT 6708",2007,RESALE,TOWNHSE,2,1,"ATTACHD, ,",,COMP,,1007,1007,Listing,LEVEL,,,OTHER,DSCLOSUR,,West On Pittsburg,"Please allow 2 hour notification for showings, seller resides in the home. Buyer to verify sq ft and school. All kitchen appliances included, along with the washer/dryer, blue storage cabinet on wall next to fridge.**This home qualifies for a buyer credit from a preferred lender.","Are you a lover of water sports? Don't miss this one! Nestled in the desirable Cathedral Park/St. Johns area, this beautifully maintained 2-bedroom, 1.5-bath townhome offers stunning views of the iconic St. Johns Bridge and the serene Willamette River right in your backyard. Step into a bright, updated kitchen featuring brand new quartz countertops, freshly painted cabinets, a stylish new backsplash, and all new stainless steel appliances—including a stove, microwave, dishwasher, and washer/dryer. Enjoy year-round comfort with a newly installed A/C unit upstairs. The spacious primary bedroom boasts double closets and connects to a Jack-and-Jill bathroom with dual sinks shared with the second bedroom. Relax on your newly refinished deck, or head straight from your backyard to kayak the Willamette in minutes. An attached garage fits a midsize SUV, and with Forest Park just behind you, natural beauty is never far away. A perfect blend of city charm and outdoor living!",Y,CALL-SA,https://vimeo.com/1082740694?share=copy,"BI-MICO, DISHWAS, DISPOSL, FS-RANG, FS-REFR","GAR-OPN, HARDWOD, SPRNKLR, WASHDRY",DECK,,"ZONAL, WALLFURN",ELECT,WALL,,PUBLICWTR,PUBLICSWR,ELECT,3769.86,"CASH, CONV",,,528/MO,,Ticor Title-Dodie Schmaltz,N,FLOODJOA,KWPE01,Keller Williams Realty Portland Elite,503-744-0000,,"SHWTIME, ALIGNED",JoAnne Flood,503-928-2991,8/12/2025 3:05:04 PM,2025-05-08,,,,"BONN, KATHLEEN JO",,,,,,,,,,,,,,,N,,,N,N,N,Y,N,N,,,Y,,N,N,N,2024,,,,N,N,,
359580980,ACT,141,487000,5016 N HARVARD ST,,,Portland,R292041,97203,Multnomah,R1,Astor,Astor,Roosevelt,DETACHD,EA,"UNIVERSITY PK, BLOCK 65, LOT 8, W 1/2 OF LOT 9",1948,RESALE,CHALET,3,2,"DETACHD, ,",,COMP,"5K-6,999SF",1058,1058,Assessor,LEVEL,,0.12,WOODSID,DSCLOSUR,,N Haven to N Harvard,,Charming well-maintained one-story home with fireplace and detached 2-car garage in the safe and valued University Park neighborhood. Large fenced backyard with patio/parking slab. Newer HVAC. Two blocks from University of Portland campus. Minutes from downtown and it also has great ADU potential for investors.,N,SELLER,,"BI-MICO, BI-RANG, BI-REFR","HARDWOD, LAM-FL","FENCED, YARD",1LEVEL,HT-PUMP,ELECT,HT-PUMP,,PUBLICWTR,PUBLICSWR,ELECT,4135.54,"CASH, CONV, FHA, VA, USDA",,,,,,N,BARNJAR,1SVR01,Save Big Realty,541-708-3898,,"APTONLY, SEERMKS",Jared Barnes,541-708-3898,8/25/2025 12:30:39 PM,2025-06-25,,,CLOSING,WORLEIN BUHLER FAMILY TR,541-708-3898,,,,,,,,,,,,,,N,Y,Y,N,,,,,,,,,,,,,2024,,,,,,,
361665846,ACT,141,619000,5416 N DEPAUW ST,,UNIVERSITY PARK,Portland,R248224,97203,Multnomah,,Astor,Astor,Roosevelt,DETACHD,ER,"PORTSMOUTH, BLOCK 10, E 1/2 OF LOT 2, LOT 3",1909,RESTORD,BUNGALO,2,0,", ,",,COMP,"5K-6,999SF",1268,764,Trio,"LEVEL, PRIVATE, TREES",,0.13,"CEDAR, WOODSID",DSCLOSUR,,"Pourtsmouth,Lombard","$31K Reduction! Great Value for a Home of this Quality!!LKBX Front Rail, Pink key frnt door.Vacant & Easy to see  Daylight,finished Lower Level w/own entry: Great Family Room,Additional 3rd Bedroom,apt.Flex space &/or home office Meticulously remodeled Bungalow,Stylish & Smart,Open fl. Plan,Wood Flooring,All new Windows,Roof New Kitchen & Bath w/ Custom Cabinetry,High end Appliances & Mechanicals,Covered Front Porch, Large Flat Fenced Backyard  Improved Lower Entry w/Custom Shelving,New Big back Roof Overhang for Yr.-Round BBQ's,Rain & Shade shelter,  Int. & Ext.Handrails, Room for boat or RV parking, New int.& some Ext. Paint 7/25,House is Move in ready & ready to be loved again! Awesome UP student or Prof. just blocks to UP Campus,Shopping,Amenities!Agent is related to Seller(Broker is LLC Managing Partner)   LR light Fixture & Hat hook Excluded  Booties or Shoes Off Pls.","$31k Price Reduction! Great Value for a Home of this Quality!University Park Meticulously Remodeled Bungalow w/ Sweet Covered Front Porch & Newly added back Roof extension for Year round Use; Great for BBQ; Shade in Summer & shelter from Rain Winter.Easy,ModernLiving in this Open Floor Plan,High style New Sleek Remodel in the Charm of a 1920's Home. Kitchen,Bathroom w/ Custom Cabinetry,high-end Appliances,School House lighting,Wood floors,4 Skylights,NEW Double paned Windows Lots of Bright,Cheery Natural Light, , Main fl BR's w/Custom Builtin Closets including Chests of Drawers .Finished daylight lower level w/ Closet,Egress w/Custom Shelving. Great Family Room,Home office,Gym,/or 3rd Bedroom.  New'22: Furnace,H20 Heater,Roof,AC,Ext.paint, etc. Fenced over-sized Flat lot w/Alley. Perfect for Pets,Croquet,Games, ADU,Airstream,RV,Boat,etc. Blocks to University of Portland & walkable to many Cool Cafes,Restaurants,Food Carts like ChillnFill,Iconic Bars like The Twilight Room, New Seasons, & multiple Parks; walk one direction to Beautiful Mckenna Park ,another to Portsmouth, Columbia Park & Annex apprx. just 1 mi. away. Easy Off St. Parking Pad for 2 Lg. SUV's. New int.& front Porch Paint 7/25,New Exterior Railings,House is Move in ready & ready to be loved again! Summer '22 there were at least 4 Offers-all Over Ask!Agent is related to Seller( Managing Partner LLC) Exclude LR light Fixture & Coat hook",Y,CALL-SA,,"BI-RANG, COOK-IS, DISHWAS, ISLAND, PANTRY, FS-REFR, SSAPPL, INDUCTOP","LAUNDRY, SKYLITE, WASHDRY, WOODFLR, HDWDENG","FENCED, GAZEBO, PORCH, RV-PRKNG, RV/BTSTRG",WALKSHR,FOR-AIR,GAS,CENTAIR,,PUBLICWTR,PUBLICSWR,ELECT,3772.77,CALL-SA,,,,,First American Title,N,NEIGHBOS,NNRE01,"Niedermeyer Neighbors RE, LLC",503-830-9188,,"CALL-SA, RMLSLBX, SEERMKS, CALLOWN, TEXTOWN, TEXT-SA",Susie Neighbors,503-830-9188,8/9/2025 3:47:24 PM,2025-07-12,,,CLOSING,5416 N DEPAUW LLC,,,John Neighbors 503 830-9187,,,,,,,,,,,,N,N,,N,Y,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
387983328,ACT,141,309900,7586 N Alma AVE,2,St Johns,Portland,New Construction,97203,Multnomah,,James John,George,Roosevelt,CONDO,ER,TBD,2025,NEW,"CONTEMP, TOWNHSE",2,0,", ,",,COMP,,896,896,Plans,"CORNER, LEVEL",,,FIBRCEM,EXEMPT,,Corner of N Alma and Leonard in character-rich St Johns,"Reservation: Text LA/CoLA then show, no need to confirm. LB is on front door of 7090 N Leonard St, Unit 1. Reservation only - contact LA/CoLA for details.  Send offers to info@toodb.com. Taxes, Legal + HOA TBD. *FHA Financing through preferred lender **Sales price is subject to buyer SDC approval. Non-SDC Waiver eligible Buyer is a $30k increase from advertised listing price. SDC waiver eligibility is primarily based on buyer's income being equal to or less than the MFI of $148,920 a year per family of 1-4 people. Buyer may receive with Seller’s preferred lender when purchasing this listing. See attached inspection promo for special rates! Seller does not authorize 1day codes. Images are of a neighboring unit in the community - exact layout and finishes may differ. SELLER TO PAY BUYERS FIRST YEAR OF HOA DUES!","SELLER TO PAY BUYERS FIRST YEAR OF HOA DUES! Hello future homeowner — I’ve been waiting for you in the heart of St. Johns. This is one of Portland’s most scenic and character-rich neighborhoods. Step inside and you’ll find I’m filled with light and air, thanks to my soaring ceilings and large windows. My Great Room floor plan is open and welcoming, perfect for quiet evenings or lively gatherings. You’ll notice my stylish finishes and thoughtful design in every detail — from the quality materials to the flow of the living spaces. In the kitchen, I offer you stainless steel appliances, solid surface countertops, a tile backsplash, custom cabinetry, and open shelving — everything you need to cook, create, and entertain. I have a handy half bath on the main floor for guests, and upstairs, two comfortable bedrooms and two full baths await, including a peaceful primary suite with a private ensuite retreat just for you. I’m nestled near Cathedral, Northgate, McKenna, St. Johns, and Pier Parks, and just across the St. Johns Bridge from Forest Park’s endless hiking trails. When you want to stay close to home, I’m surrounded by beloved neighborhood spots like John Street Café, Two Stroke Coffee, St. Johns Coffee Roasters, The Fixin’ To, and local breweries like StormBreaker and Occidental. Built with care by a local, Street of Dreams builder, I come with a one-year warranty — because I want you to feel secure and at home from the very beginning. My purchase price is subject to you qualifying for the Portland Housing Bureau’s SDC Program - my people are experts in this process! Need a little help with your down payment? Our friends at Umpqua Bank have their Umpqua Neighbors and Legacy Builder down payment assistance programs to help make your dream home a reality!",Y,SA-ONLY,https://youtu.be/E6bwVIIiLT8,"BI-MICO, DISHWAS, TILE, PLB-ICE, FS-RANG, SSAPPL, SOLIDCNTR","LAUNDRY, HI-CEIL","FENCED, PATIO, YARD",,MINISPT,ELECT,MINISPT,,PUBLICWTR,PUBLICSWR,ELECT,0,"CASH, CONV, FHA, VA",,,,,Fidelity - Kim White,N,BODLEDAR,KWPP01,Keller Williams Realty Portland Premiere,503-597-2444,,"RMLSLBX, VACANT, SEERMKS, TEXT-SA, TXT-COSA",Darryl Bodle,503-709-4632,8/11/2025 2:54:43 PM,2025-05-23,,503-597-5010,CLOSING,in listing office,,,,,,,,,,,,,,,N,Y,Y,N,N,N,Y,N,N,,,N,,N,N,N,,https://youtu.be/q-5pGHCR5dM,,,N,N,,
398422571,ACT,141,424900,9174 N Berkeley AVE,,,Portland,New Construction,97203,Multnomah,,Cesar Chavez,Cesar Chavez,Roosevelt,DETACHD,EA,In Liting Office,2025,NEW,"CONTEMP, CRAFTSM",3,0,", ,",,COMP,"0-2,999SF",1245,1245,plans,LEVEL,,,"BRD&BTN, LAP, FIBRCEM",EXEMPT,,"From N Lombard, North On Portsmouth,West on N Hudson, North on N Berkeley to Property","NO HOA Dues ! Sale subject to recording of final plat . Taxes tbd , not yet assessed by county. *Sales price is subject to buyer SDC waiver approval. Price will be higher for Non-SDC Waiver eligible Buyer. How much higher is negotiable. SDC waiver eligibility is primarily based on the buyer's income being equal to or less than 100% MFI for a family family of 1-4 people.* Currently set at $124,100. This number adjusts higher for a family of 5 or more. Your Buyers can also take advantage of a rate buydown with our lender partnership—Ask us for details!","Discover modern living in this new construction Cottage nestled in the highly desirable Portsmouth neighborhood. This home offers 3 bedrooms and 2.5 baths featuring manufactured hardwood floors and modern finishes. Beautiful covered exterior Patio. The gourmet kitchen has stainless appliances, custom cabinets, quartz countertops, and a tile backsplash. *Sales price is subject to buyer SDC waiver approval. Price will be higher for Non-SDC Waiver eligible Buyer. How much higher is negotiable. SDC waiver eligibility is primarily based on the buyer's income being equal to or less than 100% MFI for a family family of 1-4 people.* Currently set at $124,100. This number adjusts higher for a family of 5 or more. Your Buyers can also take advantage of a rate buydown with our lender partnership—Ask us for details!",Y,CALL-SA,,"DISHWAS, DISPOSL, ISLAND, TILE, PLB-ICE, FS-RANG, SSAPPL, QUARTZ, RNGHOOD",HDWDENG,"COVPATI, FENCED",,"MINISPT, DUCTLSS",ELECT,MINISPT,,PUBLICWTR,PUBLICSWR,ELECT,0,"CASH, CONV, FHA, VA",,,,,Cloud AlsobrookWFG,N,BETTINGE,PPGR03,"Premiere Property Group, LLC",503-670-9000,,"VACANT, ALIGNED",Rees Bettinger,503-329-6321,8/6/2025 2:52:26 PM,2025-07-17,,,CLOSING,Eastside Ventures LLC,,,,,,,,,,,,,,,N,,,N,N,N,N,N,N,,,Y,,N,N,N,2025,,,,N,N,,
416353398,ACT,141,385000,9341 N PIER PARK PL,,,Portland,R228859,97203,Multnomah,,Sitton,George,Roosevelt,RES-MFG,ER,"OAK PARK ADD 2, BLOCK 3, LOT 11",1995,RESALE,"MANUFHS, 1STORY",3,0,", ,",,COMP,"5K-6,999SF",1674,1674,TRIO,"CORNER, LEVEL, TREES",50.5X100,0.11,"LAP, FIBRCEM",DSCLOSUR,,"W on Lombard to St. Louis, N on Pier Pk Pl (corner of Pier Pk & Swenson)",Please allow 48 hours for showings. Photos are from when the property was vacant. Call Co-List Nicole Ball with questions: 503-702-0637. Seller prefers offers written on OREF Forms. Lines 15-24 of Sale Agreement to state Sellers Agents as Chris Suarez (Lic# 200108016) and Nicole Ball (Lic# 201234329).,"Fantastic value in North Portland! This well-maintained, one level ranch home in a quiet neighborhood is just steps from Pier Park’s old growth trees, trails, and community swimming pool. Corner lot with TONS of natural light, including a skylight in the kitchen. GREAT layout with vaulted ceilings and archways adding visual interest and character. Awesome primary suite with French doors and a generous bathroom with double sinks and soaking tub. Enjoy morning coffee on the sunny front porch! The fully-fenced yard has rose bushes, lavender, a plum tree, and fig tree, plus spring blooming street trees. Home is currently tenant occupied and professionally managed - rented at $2500/month. Carpet and interior paint are less than one year old and 2 bedrooms have bamboo flooring. Central air conditioning will be added June 2025. Photos are from when the property was vacant. Tenant occupied-Please do not disturb. Allow 48 hours notice for showings.",Y,SA-ONLY,,"BI-MICO, BI-RANG, DISHWAS, DISPOSL, ISLAND, PANTRY, BI-OVEN, FS-REFR","CEILFAN, LAUNDRY, SKYLITE, WASHDRY, WW-CARP, HISPEED, JET-TUB, LAM-FL, SOAKTUB, BAMB-FL","FENCED, PORCH, YARD","MNBDBTH, UTLMAIN",FOR-AIR,"ELECT, GAS",HT-PUMP,,PUBLICWTR,PUBLICSWR,ELECT,3891.86,"CASH, CONV, FHA, VA",,,,,Eden Toothman - Lawyers Title,N,CSUAREZ,KWSC04,Keller Williams Sunset Corridor,503-748-8300,,"APTONLY, OCCUPD, RMLSLBX, CALLCOSA, TXT-COSA",Chris Suarez,503-890-6527,8/1/2025 9:24:15 PM,2025-06-13,,,,"GROSS, JASON",,,,,,,,,,,,,,,N,Y,Y,N,N,N,N,N,N,,,N,"GROSS, JENNIFER",N,N,Y,2024,,,,N,N,,
448178353,ACT,141,429000,9116 N HUDSON ST,,ST. JOHNS,Portland,R168387,97203,Multnomah,R1,Sitton,George,Roosevelt,ATTACHD,ER,"GENERAL COMPSONS ADD, BLOCK A, E 40' OF LOT 15 & N 6' OF E 40' LO",2014,RESALE,ENGLISH,3,1,"ATTACHD, ,",,COMP,"0-2,999SF",1227,1227,Tax Record,LEVEL,,0.03,"STONE, FIBRCEM",DSCLOSUR,,N St. Louis to N Hudson Street,Seller works from home and requests 24 hours' notice for showings. She may be flexible with as little as 8 hours' notice. Please use OREF forms only. No HOA!,"Wrap yourself in comfort in this low-maintenance, quality townhome, strategically located in the heart of St. Johns! Built in 2014, this 3-bedroom, 2.5 bath home features beautiful wood flooring throughout the main entertaining level and wall-to-wall carpet throughout the upper living level. With NO HOA, you save hundreds every month to enjoy all the entertainment, restaurants, and shops St. Johns has to offer! The beautiful, craftsman-style workmanship provides a sense of old-world charm, while the private back courtyard offers a place to relax and entertain. Additional features include a natural gas fireplace for those cozy, cooler days, central A/C for those warmer days, a full-size laundry room, and an attached garage.",Y,CALL-SA,,"BI-MICO, DISHWAS, DISPOSL, GASAPPL, FS-RANG, FS-REFR, QUARTZ","CEILFAN, GAR-OPN, LAUNDRY, TILE-FL, WASHDRY, WW-CARP, WOODFLR, QUARTZ","FENCED, PATIO",,FOR-AIR,GAS,CENTAIR,,PUBLICWTR,PUBLICSWR,GAS,4409.55,"CASH, CONV, FHA, VA",,,,,WFG - Kristi Denahan,N,SMITHPAT,ORRE03,Century 21 North Homes Realty,503-652-2260,,"24HR-NC, APTONLY, BWO-PET, RMLSLBX, ALIGNED",Patrick Smith,503-421-3824,8/1/2025 10:09:21 AM,2025-07-31,,,NEGO,"ONEAL, JANICE R",,,,,,,,,,,,,,,N,,,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
