List Price,Address,,,City,Tax ID,,,,,,,,,,Yr Built,,,,,,,,,SF Total,SF Up+Mn,SF Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O/Price,Close Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409900,8920 N CLARENDON AVE,,,Portland,R659354,,,,,,,,,,2015,,,,,,,,,923,923,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409900,415000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599000,2812 N BRYANT ST,,,Portland,R124725,,,,,,,,,,1945,,,,,,,,,2020,1010,floorplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000,620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269900,7476 N Macrum AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,886,886,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279900,269900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415000,7808 N WALL AVE,,,Portland,R309303,,,,,,,,,,1954,,,,,,,,,1034,1034,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415000,415000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575000,9425 N FAIRHAVEN AVE,,,Portland,R151554,,,,,,,,,,1959,,,,,,,,,1190,1190,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,557066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814000,7550 N MOHAWK AVE,,,Portland,R127188,,,,,,,,,,1962,,,,,,,,,2756,1400,TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849900,810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629950,8814 N WILLAMETTE BLVD,,,Portland,R191911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699950,585000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499000,9115 N EXETER AVE,,,Portland,R672004,,,,,,,,,,2016,,,,,,,,,1481,1481,PDX Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515000,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390000,7724 N BANK ST,,,Portland,R314653,,,,,,,,,,1954,,,,,,,,,727,727,TAX RECORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379900,8535 N BLISS ST,,,Portland,R499844,,,,,,,,,,2004,,,,,,,,,960,960,floor plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379900,395000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419000,8624 N FOSS AVE,,,Portland,R292623,,,,,,,,,,1942,,,,,,,,,1337,742,A Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419000,424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359900,6886 N Mckenna AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,879,879,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379900,364900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,10259 N TYLER AVE,,,Portland,R225841,,,,,,,,,,1978,,,,,,,,,1418,1146,verify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,8421 N BAYARD AVE,,,Portland,R241767,,,,,,,,,,1911,,,,,,,,,1386,1386,Prev List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625000,7434 N HAVEN AVE,,,Portland,R292135,,,,,,,,,,1959,,,,,,,,,1308,1308,appraisal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625000,625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,9307 N CHARLESTON AVE,,,Portland,R252638,,,,,,,,,,1943,,,,,,,,,978,978,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000,8023 N SYRACUSE ST,,,Portland,R268739,,,,,,,,,,1903,,,,,,,,,888,888,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000,427500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300000,6251 N ASTOR ST,,,Portland,R151169,,,,,,,,,,1978,,,,,,,,,1548,1548,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849900,9530 N Allegheny AVE,,,Portland,Not Found,,,,,,,,,,2023,,,,,,,,,2926,2926,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849900,890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669900,3622 N FARRAGUT ST,,,Portland,R241402,,,,,,,,,,1914,,,,,,,,,3110,1934,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724900,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459000,3325 N BALDWIN ST,,,Portland,R589180,,,,,,,,,,2007,,,,,,,,,1384,1384,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,459000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300000,6657 N COLUMBIA WAY,,,Portland,R531528,,,,,,,,,,2004,,,,,,,,,1054,1054,FLOOR PLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,305000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599000,9405 N SYRACUSE ST,,,Portland,R133485,,,,,,,,,,1910,,,,,,,,,1980,1380,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000,599000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424900,9405 N PORTSMOUTH AVE,,,Portland,R137363,,,,,,,,,,1949,,,,,,,,,1105,1105,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424900,465000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434900,7817 N PORTSMOUTH AVE,,,Portland,R720674,,,,,,,,,,2024,,,,,,,,,884,884,Builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434900,396000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,5926 N LOMBARD ST,,,Portland,R215358,,,,,,,,,,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434900,9116 N IDA AVE,,,Portland,R259101,,,,,,,,,,1951,,,,,,,,,1400,1194,Prev List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434900,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,7621 N DRUMMOND AVE,,,Portland,R242441,,,,,,,,,,1999,,,,,,,,,1214,1214,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444000,407500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339900,5261 N Oberlin ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,966,966,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429900,339900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,8033 N SYRACUSE ST,,,Portland,R268738,,,,,,,,,,1907,,,,,,,,,1654,952,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,512500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424989,7023 N BANK ST,,,Portland,R151381,,,,,,,,,,1922,,,,,,,,,1150,610,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424989,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399900,10334 N BARR AVE,,,Portland,R499820,,,,,,,,,,2003,,,,,,,,,1148,1148,TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,395000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619000,3135 N FARRAGUT ST,,,Portland,R303550,,,,,,,,,,1928,,,,,,,,,2992,1496,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000,626000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,6644 N ASTOR ST,,,Portland,R151113,,,,,,,,,,1961,,,,,,,,,1156,1156,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259900,6671 N Fessenden ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,940,940,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,259900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,9239 N SEWARD AVE,,,Portland,R242036,,,,,,,,,,1955,,,,,,,,,928,928,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,425000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659000,7085 N WOOLSEY AVE,,,Portland,R307652,,,,,,,,,,1945,,,,,,,,,2398,1563,Matterport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659000,695000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614900,5427 N OBERLIN ST,,,Portland,R248167,,,,,,,,,,1920,,,,,,,,,2466,1453,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674900,614900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279900,8474 N Willamette BLVD,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,775,775,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329900,275000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,6811 N COLUMBIA BLVD,,,Portland,R151427,,,,,,,,,,1919,,,,,,,,,1432,792,SELLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,425000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520000,8225 N EDISON ST,,,Portland,R589961,,,,,,,,,,2007,,,,,,,,,2073,2073,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520000,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499900,10247 N SMITH ST,,,Portland,R181477,,,,,,,,,,1943,,,,,,,,,1703,1031,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499900,535000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000,9216 N CALHOUN AVE,,,Portland,R151722,,,,,,,,,,1989,,,,,,,,,2108,1166,Appraisal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530000,505000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299000,6727 N Salem AVE,,,Portland,R607064,,,,,,,,,,2007,,,,,,,,,1059,1024,seller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249900,6665 N Fessenden ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,677,677,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335000,4216 N JUNEAU ST,,,Portland,R119760,,,,,,,,,,1984,,,,,,,,,1080,1080,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340000,335000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444900,8260 N Fiske AVE,,,Portland,Not Found,,,,,,,,,,1914,,,,,,,,,1597,897,Tax record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444900,444400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319900,9397 N IVANHOE ST,,,Portland,R133471,,,,,,,,,,2024,,,,,,,,,844,844,BLD PLNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334900,354900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415000,9211 N CHICAGO AVE,,,Portland,R174183,,,,,,,,,,1966,,,,,,,,,1145,1145,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415000,437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299900,8712 N DECATUR ST,,,Portland,R598343,,,,,,,,,,2007,,,,,,,,,934,934,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,304400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,8205 N DWIGHT AVE,,,Portland,R292357,,,,,,,,,,1923,,,,,,,,,1392,992,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,475000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329900,5267 N Oberlin ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,930,930,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399900,325000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319900,9395 N IVANHOE ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,858,858,BLD PLNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334900,354900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239900,6653 N Fessenden ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,895,895,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,244000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309900,7551 N Gravenstein AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,927,927,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309900,314900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298900,8522 N Endicott AVE,,,Portland,New Construction,,,,,,,,,,2023,,,,,,,,,914,914,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324900,295000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899000,8207 N EDISON ST,,,Portland,R192074,,,,,,,,,,1919,,,,,,,,,3376,2176,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049000,855001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319900,8836 N Drummond AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,749,700,plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339900,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590000,8332 N FOX ST,,,Portland,R613191,,,,,,,,,,2009,,,,,,,,,1821,1821,floor plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590000,557100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314900,9062 N Buchanan AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,925,925,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314900,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829900,6720 N KNOWLES AVE,,,Portland,R589430,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829900,803700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348900,5275 N Oberlin ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,930,930,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349900,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385000,9610 N SENECA ST,,,Portland,R228679,,,,,,,,,,1957,,,,,,,,,912,912,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385000,347500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320000,9003 N EXETER AVE,,,Portland,R137301,,,,,,,,,,1922,,,,,,,,,932,632,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269900,7462 N Macrum AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,886,886,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269900,271900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399000,8535 N PRINCETON ST,,,Portland,R508609,,,,,,,,,,2002,,,,,,,,,1550,1038,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440000,399000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259900,7474 N Macrum AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,886,886,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269900,285200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255000,7112 N RICHMOND AVE,,,Portland,R581007,,,,,,,,,,1970,,,,,,,,,661,661,tax roll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649000,8440 N SWENSON ST,,,Portland,R228839,,,,,,,,,,1907,,,,,,,,,2880,1618,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649000,585000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674900,9604 N KELLOGG ST,,,Portland,R264140,,,,,,,,,,1946,,,,,,,,,2187,1347,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000,672500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415000,6534 N YALE ST,,,Portland,R214382,,,,,,,,,,1950,,,,,,,,,1144,804,Floor Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415000,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525000,9323 N BRISTOL AVE,,,Portland,R228677,,,,,,,,,,1905,,,,,,,,,2752,1808,rmls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375000,7829 N PORTSMOUTH AVE,,,Portland,"R720675, Correct Tax ID #R726515",,,,,,,,,,2024,,,,,,,,,884,884,Builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449500,389000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435000,5811 N HUDSON ST,,,Portland,R248542,,,,,,,,,,1954,,,,,,,,,864,864,Pmaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435000,445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299900,7176 N Reno AVE,,,Portland,New Construction,,,,,,,,,,2023,,,,,,,,,1008,1008,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,307900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465000,8025 N HUDSON ST,,,Portland,R245284,,,,,,,,,,1919,,,,,,,,,902,902,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487000,455000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449900,9137 N IVANHOE ST,,,Portland,R133517,,,,,,,,,,1895,,,,,,,,,1682,982,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489900,444900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415000,9402 N WOOLSEY AVE,,,Portland,R573416,,,,,,,,,,2007,,,,,,,,,1326,1326,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415000,415000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499000,7462 N ALMA AVE,,,Portland,R272644,,,,,,,,,,1958,,,,,,,,,1306,1186,floorplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000,499000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,8123 N HAVEN AVE,,,Portland,R249033,,,,,,,,,,1906,,,,,,,,,1545,1545,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525000,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459000,9425 N MOHAWK AVE,,,Portland,R245254,,,,,,,,,,1902,,,,,,,,,2638,1738,PDXmaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579000,441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675000,7316 N BUCHANAN AVE,,,Portland,R272703,,,,,,,,,,1910,,,,,,,,,2416,1716,county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000,656700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449900,6809 N SENECA ST,,,Portland,R560059,,,,,,,,,,2006,,,,,,,,,1502,1502,county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459000,449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314900,7451 N MOHAWK AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,889,889,plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314900,292000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449000,8238 N HURST AVE,,,Portland,R292692,,,,,,,,,,1924,,,,,,,,,2088,1272,trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369900,8557 N NEWMAN AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,950,950,Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369900,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375000,9907 N VAN HOUTEN AVE,,,Portland,R137578,,,,,,,,,,1962,,,,,,,,,888,888,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,385000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415000,7400 N SYRACUSE ST,,,Portland,R272783,,,,,,,,,,1956,,,,,,,,,786,786,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415000,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340000,4222 N JUNEAU ST,,,Portland,R119762,,,,,,,,,,1984,,,,,,,,,1080,1080,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340000,338000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,7626 N Fessenden ST,,,Portland,R245503,,,,,,,,,,1953,,,,,,,,,1230,1040,Floor plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,512000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659900,5272 N SYRACUSE ST,,,Portland,R291803,,,,,,,,,,1910,,,,,,,,,2812,1812,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659900,675000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267000,7571 N EDGEWATER AVE,,,Portland,R154417,,,,,,,,,,1980,,,,,,,,,1035,1035,TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267000,254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404900,9809 N EXETER AVE,,,Portland,R488278,,,,,,,,,,2001,,,,,,,,,1292,1292,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419900,419000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389900,9911 N DECATUR ST,,,Portland,R531019,,,,,,,,,,2005,,,,,,,,,1386,1275,Appraiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389900,385000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275000,7630 N DRUMMOND AVE,,,Portland,R242463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000,265016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834990,4841 N AMHERST ST,,,Portland,R636761,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239900,6643 N Fessenden ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,895,895,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,239900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
